consensus;gencode_chr;gencode_start;gencode_end;gencode_gene_name;gencode_characterization;homer_Annotation;homer_Gene.Name;KO1_Tterm;KO2_Tterm;KO3_Tterm;WT1_Tterm;WT2_Tterm;WT3_Tterm;normalized_KO1_Tterm;normalized_KO2_Tterm;normalized_KO3_Tterm;normalized_WT1_Tterm;normalized_WT2_Tterm;normalized_WT3_Tterm;baseMean__group_KO_Tterm_vs_WT_Tterm;log2FoldChange__group_KO_Tterm_vs_WT_Tterm;lfcSE__group_KO_Tterm_vs_WT_Tterm;pvalue__group_KO_Tterm_vs_WT_Tterm;padj__group_KO_Tterm_vs_WT_Tterm
CONS00000090809;chr5;125151741;125152784;Ncor2;gene_body;intron (NM_011424, intron 1 of 46);Ncor2;252;211;266;95;95;159;190.154716715684;220.513335353914;237.818580997474;108.468025152349;90.5968705296116;144.474884292732;152.635790701617;0.732355642155534;0.217175544085127;2.45745369248866E-06;0.000509562888828
CONS00000004342;chr1;120264980;120265652;Steap3;TSS;promoter-TSS (NM_133186);Steap3;420;283;412;160;170;224;316.924527859474;295.759591967572;368.350584101351;182.682989730271;162.120715684568;203.536943909258;227.580245689809;0.734332356562995;0.165083374590897;2.66048933438527E-08;1.78552656071187E-05
CONS00000107503;chr8;26685133;26685673;Zfp703;intergenic;Intergenic;2310008N11Rik;65;54;59;22;17;24;49.0478435972995;56.4346924602434;52.7492341310187;25.1189110879123;16.2120715684568;21.8075297045634;39.0534376706175;0.73469815524227;0.382167436933823;0.000160858590679;0.010257959533848
CONS00000081099;chr4;86683259;86683820;Plin2;intergenic;Intergenic;Plin2;98;51;55;23;31;25;73.9490565005439;53.2994317680077;49.1730148678988;26.2606797737265;29.5631893307154;22.7161767755868;47.9492936100007;0.734789774065666;0.336664317124356;9.81620167371036E-05;0.007396651168327
CONS00000112078;chr8;128352699;128353345;Nrp1;distal;Intergenic;Nrp1;216;142;162;55;43;111;162.989757184872;148.402339432492;144.836880156356;62.7972777197808;41.0070045555084;100.859824883606;97.9903712312176;0.736181629331866;0.328179921020393;8.47637672918969E-05;0.00673545935481
CONS00000014522;chr10;111445828;111446856;Nap1l1;intergenic;Intergenic;Nap1l1;284;156;216;74;49;152;214.301347409739;163.033555996259;193.115840208475;84.4908827502505;46.7289121679049;138.114354795568;139.814166988736;0.737014488141622;0.300372183240475;4.92833993342278E-05;0.004590223497007
CONS00000113248;chr9;37250191;37250907;Slc37a2;gene_body;intron (NM_001145960, intron 1 of 18);Slc37a2;136;68;129;49;35;45;102.623180449734;71.0659090240102;115.333071235617;55.9466656048956;33.3777944056464;40.8891181960563;64.9400257836153;0.740101565995754;0.330696686396454;8.43216959082526E-05;0.006709715900599
CONS00000084886;chr4;150087013;150087827;Gpr157;TSS;promoter-TSS (NM_177366);Gpr157;437;271;287;165;129;180;329.75242541569;283.218549198629;256.593732128854;188.391833159342;123.021013666525;163.556472784225;255.781704047374;0.74013804368259;0.190953556175552;3.37524975094766E-07;0.000110846713642
CONS00000115430;chr9;70891371;70892106;Lipc;gene_body;intron (NM_001324473, intron 1 of 8);Lipc;176;101;141;43;73;67;132.806468817303;105.553776638603;126.061729024977;49.0960534900104;69.616542617491;60.8793537585728;81.2156950397773;0.740352966250483;0.271428270392987;2.19895709505181E-05;0.002524512348533
CONS00000110333;chr8;105296099;105296663;Exoc3l;TSS_proximal;promoter-TSS (NM_177788);Exoc3l;180;134;178;65;55;86;135.82479765406;140.041644253197;159.141757208836;74.2149645779227;52.4508197803014;78.1436481080188;93.4802117436964;0.741008042065015;0.301704755586852;4.82723004031981E-05;0.004548243362202
CONS00000090065;chr5;117107298;117107863;Suds3;gene_body;intron (NM_178622, intron 4 of 11);Suds3;145;103;79;37;30;63;109.414420332437;107.643950433427;70.6303304466182;42.2454413751253;28.6095380619826;57.2447654744789;56.9907213492623;0.741369742038415;0.330777624300992;8.31998655085331E-05;0.006668732664415
CONS00000030633;chr13;35816333;35817091;Cdyl;gene_body;intron (NM_001123386, intron 2 of 6);Cdyl;248;186;251;59;92;163;187.136387878927;194.386162918616;224.407758760774;67.3643524630376;87.7359167234133;148.109472576826;143.907090449843;0.742693514883332;0.255607592331169;1.24504865848494E-05;0.00165813985588
CONS00000080340;chr4;56864876;56865703;Ctnnal1;TSS_proximal;promoter-TSS (NM_018761);Ctnnal1;498;282;442;172;200;228;375.781940176233;294.71450507016;395.17222857475;196.384213960042;190.730253746551;207.171532193352;259.329687792344;0.743214604515207;0.163137536824015;1.65584964665633E-08;1.23785654835236E-05
CONS00000039537;chr14;118834143;118834794;Cldn10;gene_body;intron (NM_001160097, intron 1 of 3);Cldn10;336;207;210;90;96;165;253.539622287579;216.332987764266;187.751511313795;102.759181723278;91.5505217983443;149.926766718873;169.810219267734;0.74343447677225;0.223344872700755;2.87370850708962E-06;0.000566908850105
CONS00000106661;chr8;3278853;3279891;Insr;TSS_proximal;5' UTR (NM_010568, exon 1 of 21);Insr;362;210;225;124;118;126;273.158759726499;219.468248456502;201.162333550495;141.57931704096;112.530849710465;114.489530948958;191.258546180681;0.743731036474906;0.215877368792376;1.86436855897589E-06;0.000401588324105
CONS00000008456;chr1;189824303;189825018;Ptpn14;gene_body;intron (NM_008976, intron 4 of 18);Ptpn14;73;80;97;42;12;30;55.0845012708133;83.6069517929532;86.7233171306578;47.9542848041962;11.443815224793;27.2594121307042;49.59282134952;0.744003732647885;0.396735653502384;0.000160938366596;0.010257959533848
CONS00000104623;chr7;114816477;114816978;Insc;gene_body;intron (NM_173767, intron 7 of 12);Insc;84;83;89;43;23;32;63.3849055718947;86.7422124851889;79.570878604418;49.0960534900104;21.9339791808533;29.0767062727512;46.409576158174;0.744606899949959;0.345526021249775;9.94474890118907E-05;0.007453969773365
CONS00000037706;chr14;64627995;64628615;Kif13b;intergenic;Intergenic;Kif13b;281;183;260;87;93;159;212.037600782172;191.25090222638;232.454252102794;99.3338756658351;88.6895679921461;144.474884292732;132.77159907534;0.744847305750933;0.2227985906213;2.72341430459074E-06;0.000544826703223
CONS00000000472;chr1;21333481;21334094;Khdc1a;intergenic;Intergenic;Khdc1a;297;126;184;78;78;111;224.110916129199;131.680949073901;164.506086103516;89.0579574935073;74.3847989611548;100.859824883606;117.730219190224;0.746564878960027;0.250952740354876;9.84635729542623E-06;0.001381285900592
CONS00000102404;chr7;75133813;75134374;Sv2b;gene_body;intron (NM_001360574, intron 9 of 12);Sv2b;71;58;80;24;25;33;53.5753368524348;60.6150400498911;71.5243852623982;27.4024484595407;23.8412817183188;29.9853533437746;42.8400547596063;0.746785327898003;0.338165254720134;8.75475716560248E-05;0.006889217844373
CONS00000090436;chr5;121990064;121990583;Cux2;gene_body;intron (NM_007804, intron 2 of 22);Cux2;96;49;62;21;31;18;72.4398920821654;51.2092579731838;55.4313985783586;23.9771424020981;29.5631893307154;16.3556472784225;38.082568577903;0.746872066352868;0.389498527822012;0.000149748094367;0.009768011459773
CONS00000024627;chr12;25155259;25155900;Id2;intergenic;Intergenic;Gm17746;410;282;360;147;155;210;309.378705767581;294.71450507016;321.859733680792;167.839996814687;147.815946653577;190.81588491493;198.047700166543;0.74687560576434;0.180195346369022;1.0880109724397E-07;4.90597963485408E-05
CONS00000025069;chr12;35199237;35200011;Snx13;intergenic;Intergenic;Mir680-3;112;68;54;26;40;21;84.513207429193;71.0659090240102;48.2789600521188;29.6859858311691;38.1460507493101;19.081588491493;57.853712792876;0.746926086673606;0.353457489738231;0.000107203013944;0.007828713672543
CONS00000031756;chr13;52903410;52904659;Auh;gene_body;intron (NM_016709, intron 3 of 9);Auh;274;162;240;85;98;136;206.755525317847;169.30407738073;214.573155787195;97.0503382942067;93.4578243358098;123.576001659192;136.978653576196;0.747722185246874;0.207874603264712;1.04415309116827E-06;0.000256811938852
CONS00000097477;chr6;119201536;119202289;Dcp1b;gene_body;intron (NM_001033379, intron 5 of 8);Cacna1c;140;91;132;48;42;50;105.641509286491;95.1029076644842;118.015235682957;54.8048969190814;40.0533532867756;45.4323535511737;63.825309362333;0.749451092258854;0.337432453678664;8.40312854386062E-05;0.00669598524852
CONS00000117137;chr9;105886971;105887996;Col6a5;gene_body;intron (NM_001167923, intron 33 of 40);Col6a6;113;108;92;52;42;42;85.2677896383822;112.869384920487;82.2530430517579;59.3719716623382;40.0533532867756;38.1631769829859;82.0916094463064;0.749997217833038;0.275063990251109;2.15270613388136E-05;0.002496040795846
CONS00000043624;chr15;85455785;85456910;Atxn10;gene_body;intron (NM_016843, intron 10 of 11);7530416G11Rik;372;203;318;127;134;167;280.704581818391;212.152640174619;284.309431418033;145.004623098403;127.789270010189;151.74406086092;211.576783245113;0.750401868918161;0.18255863097913;1.27401556197464E-07;5.47715817961753E-05
CONS00000035798;chr14;25493172;25493948;Zmiz1;gene_body;intron (NM_183208, intron 1 of 23);Zmiz1;172;112;124;66;56;58;129.788139980546;117.049732510134;110.862797156717;75.3567332637369;53.4044710490342;52.7015301193615;83.7618171728981;0.752088402726036;0.252671529779173;9.70667676562805E-06;0.001365061486236
CONS00000060045;chr19;23281779;23282684;Smc5;distal;Intergenic;Smc5;270;176;230;74;103;141;203.73719648109;183.935293944497;205.632607629395;84.4908827502505;98.2260806794736;128.11923701431;118.467530482029;0.754074670548591;0.21486005370508;1.46379804118887E-06;0.000333998737792
CONS00000028446;chr12;109437687;109438368;Dlk1;intergenic;Intergenic;Dlk1;171;123;172;85;54;71;129.033557771357;128.545688381666;153.777428314156;97.0503382942067;51.4971685115687;64.5139420426666;151.273047849704;0.755254691955176;0.235726755353578;4.4609250429884E-06;0.000758824719513
CONS00000091611;chr5;139320479;139321008;Adap1;gene_body;intron (NM_172723, intron 1 of 10);Adap1;145;113;141;69;47;57;109.414420332437;118.094819407546;126.061729024977;78.7820393211795;44.8216096304394;51.792883048338;90.6813789390128;0.755317685981032;0.267359043534864;1.56962560779323E-05;0.001986971583643
CONS00000087778;chr5;67704914;67705968;Atp8a1;gene_body;intron (NM_001038999, intron 23 of 36);Shisa3;129;84;92;37;55;30;97.3411049854098;87.7872993826008;82.2530430517579;42.2454413751253;52.4508197803014;27.2594121307042;56.5772429080199;0.756306814379419;0.316941494317278;5.48222051697927E-05;0.004912813228268
CONS00000084381;chr4;140810524;140811150;Padi3;TSS_proximal;promoter-TSS (NR_045944);Gm13032;120;104;118;41;50;63;90.5498651027068;108.689037330839;105.498468262037;46.812516118382;47.6825634366377;57.2447654744789;81.61832204663;0.757097269914148;0.253819675735637;9.43365330373875E-06;0.001340367732796
CONS00000050679;chr17;26531518;26533197;Dusp1;gene_body;Intergenic;Dusp1;559;403;468;216;175;302;421.811454936776;421.170019657002;418.41765378503;246.622036135866;166.888972028232;274.411415449089;350.23238296831;0.757137189587282;0.176996245235786;6.23455966199773E-08;3.40592795381155E-05
CONS00000007268;chr1;171604582;171605141;Ly9;gene_body;intron (NM_001277968, intron 1 of 8);Ly9;124;104;123;42;39;65;93.5681939394637;108.689037330839;109.968742340937;47.9542848041962;37.1923994805774;59.0620596165258;64.8442818710496;0.759451177520778;0.304922448040262;4.12284409497957E-05;0.004010948411922
CONS00000047169;chr16;38636061;38637203;Arhgap31;gene_body;intron (NM_020260, intron 3 of 11);Tmem39a;271;200;263;117;109;116;204.491778690279;209.017379482383;235.136416550134;133.586936240261;103.94798829187;105.403060238723;151.70915652115;0.76167424219609;0.208813364626276;8.66245526517798E-07;0.000222695654249
CONS00000087152;chr5;52618259;52619055;Sepsecs;intergenic;intron (NR_045738, intron 1 of 2);8030423F21Rik;361;339;323;103;75;176;272.40417751731;354.284458222639;288.779705496933;117.602174638862;71.5238451549565;159.921884500131;182.893775071325;0.763084783240208;0.392816853147342;0.000130283920369;0.008939711275068
CONS00000062269;chr19;58910942;58911803;Hspa12a;gene_body;TTS (NR_037247);Mir3086;154;104;98;43;56;57;116.20566021514;108.689037330839;87.6173719464378;49.0960534900104;53.4044710490342;51.792883048338;82.8967954001892;0.764446628264287;0.260977454230297;1.10930180619017E-05;0.001511390458482
CONS00000049328;chr16;95585338;95585974;Erg;gene_body;intron (NM_001302152, intron 1 of 10);Erg;105;104;173;51;64;46;79.2311319648684;108.689037330839;154.671483129936;58.230202976524;61.0336811988962;41.7977652670798;91.5905408900869;0.764627490205482;0.294373458537486;3.01982699735148E-05;0.003212948892407
CONS00000054877;chr18;3933277;3934130;Lyzl1;intergenic;Intergenic;Lyzl1;121;77;110;43;39;49;91.304447311896;80.4716911007175;98.3460297357975;49.0960534900104;37.1923994805774;44.5237064801502;76.6512680816113;0.764899897585602;0.278046060132635;1.9283231782331E-05;0.002292001702329
CONS00000004773;chr1;131000268;131000856;Il10;intergenic;Intergenic;Il10;169;130;168;73;37;81;127.524393352979;135.861296663549;150.201209051036;83.3491140644363;35.2850969431119;73.6004127529014;81.1121543865992;0.765418333148068;0.303152456089404;3.68368158765348E-05;0.003747989776876
CONS00000002134;chr1;60566534;60567170;Raph1;TSS;promoter-TSS (NM_001045513);Raph1;415;260;316;142;156;178;313.151616813528;271.722593327098;282.521321786473;162.131153385616;148.76959792231;161.739178642178;204.969249276964;0.765605007265283;0.173586510109817;3.534781049554E-08;2.20690753110341E-05
CONS00000000149;chr1;9883014;9883860;Sgk3;gene_body;intron (NM_001037759, intron 10 of 16);Mcmdc2;305;169;208;80;106;135;230.147573802713;176.619685662614;185.963401682235;91.3414948651357;101.087034485672;122.667354588169;177.367884167435;0.766820131276679;0.196301613104517;3.11266983305081E-07;0.000105265676527
CONS00000082285;chr4;115091480;115092053;Pdzk1ip1;gene_body;intron (NM_001164558, intron 3 of 4);Pdzk1ip1;139;72;80;38;42;34;104.886927077302;75.2462566136579;71.5243852623982;43.3872100609395;40.0533532867756;30.8940004147981;55.8853427941915;0.769055464155664;0.317648298254394;4.78013919485464E-05;0.004518862035868
CONS00000017610;chr11;46449591;46450177;Havcr2;distal;Intergenic;Havcr2;201;98;142;43;71;60;151.671024047034;102.418515946368;126.955783840757;49.0960534900104;67.7092400800255;54.5188242614084;70.4973083324842;0.769111570861126;0.318955883297204;4.89880912801618E-05;0.004585269202772
CONS00000101274;chr7;45090310;45092526;Rcn3;TSS_overlap;intron (NM_001355045, intron 2 of 6);Rcn3;439;341;357;154;220;187;331.261589834069;356.374632017463;319.177569233452;175.832377615386;209.803279121206;169.91700228139;234.526599001416;0.769151851762615;0.151769374039445;1.51331961873028E-09;1.82934583272682E-06
CONS00000006596;chr1;161750510;161751685;Fasl;intergenic;Intergenic;Fasl;284;180;276;87;101;160;214.301347409739;188.115641534145;246.759129155274;99.3338756658351;96.3187781420081;145.383531363756;161.283620493284;0.770405149225929;0.203759781667624;5.18599325683275E-07;0.00015507484573
CONS00000074318;chr3;84333951;84334458;Trim2;intergenic;Intergenic;Trim2;133;118;116;56;35;63;100.359433822167;123.320253894606;103.710358630477;63.939046405595;33.3777944056464;57.2447654744789;80.237802900148;0.771974216619261;0.290246458049435;2.47665720295936E-05;0.002742909921757
CONS00000096152;chr6;90764794;90765650;Iqsec1;gene_body;intron (NM_001356440, intron 1 of 13);Iqsec1;228;133;192;78;94;67;172.044743695143;138.996557355785;171.658524629756;89.0579574935073;89.6432192608788;60.8793537585728;115.96297412158;0.773049747134624;0.257104034879886;8.51880101823995E-06;0.001234682856764
CONS00000042951;chr15;78456929;78457893;Tmprss6;gene_body;intron (NM_001355601, intron 6 of 17);Tmprss6;406;244;338;124;161;180;306.360376930825;255.001202968507;302.190527733632;141.57931704096;153.537854265973;163.556472784225;179.792702314568;0.773348564192811;0.193581052697879;2.19053070394178E-07;8.13431385257858E-05
CONS00000085016;chr4;151928570;151929377;Dnajc11;distal;Intergenic;Dnajc11;133;96;128;35;62;58;100.359433822167;100.328342151544;114.439016419837;39.9619040034969;59.1263786614307;52.7015301193615;70.6818175747765;0.773804426268121;0.270773353954091;1.36517116617992E-05;0.001770826479601
CONS00000044470;chr15;99284435;99285081;Fam186b;gene_body;intron (NM_001081254, intron 2 of 7);Fam186b;164;105;153;58;45;76;123.751482307033;109.734124228251;136.790386814337;66.2225837772234;42.9143070929739;69.057177397784;91.3172567031119;0.773974869575476;0.276987524414465;1.65725397146734E-05;0.002051348243767
CONS00000073336;chr3;52368989;52369610;Foxo1;intergenic;Intergenic;Foxo1;122;88;88;39;29;49;92.0590295210852;91.9676469722485;78.676823788638;44.5289787467537;27.6558867932498;44.5237064801502;71.1891653847941;0.774151970581742;0.32486066447;5.15582863596721E-05;0.004709459870619
CONS00000010555;chr10;39434882;39435466;Fyn;gene_body;intron (NM_001122892, intron 2 of 12);Fyn;423;292;300;103;158;213;319.188274487041;305.165374044279;268.216444733993;117.602174638862;150.676900459775;193.541826128;213.263504565345;0.776762959656911;0.21317356286071;8.90995576810309E-07;0.000228026638272
CONS00000048619;chr16;84496220;84497243;A730009L09Rik;intergenic;Intergenic;4930553E22Rik;379;220;341;132;105;190;285.986657282716;229.919117430621;304.872692180972;150.713466527474;100.133383216939;172.64294349446;184.8870642266;0.776836936434424;0.220626465800994;1.41494655002164E-06;0.000329467984588
CONS00000052910;chr17;56443197;56443884;Ptprs;gene_body;intron (NM_001252455, intron 6 of 27);Ptprs;173;146;179;48;81;98;130.542722189736;152.58268702214;160.035812024616;54.8048969190814;77.245752767353;89.0474129603004;110.807737511227;0.776991214260868;0.240594395636542;4.02193033638281E-06;0.000713225353378
CONS00000091299;chr5;135873018;135874208;Srrm3;gene_body;3' UTR (NM_021403, exon 15 of 15);Hspb1;237;174;231;103;97;90;178.835983577846;181.845120149673;206.526662445175;117.602174638862;92.5041730670771;81.7782363921126;153.664862736902;0.777036528760941;0.225645482751907;1.88138672653478E-06;0.000403362214597
CONS00000075593;chr3;101929076;101929823;Slc22a15;distal;Intergenic;Slc22a15;102;89;83;42;29;32;76.9673853373008;93.0127338696604;74.2065497097381;47.9542848041962;27.6558867932498;29.0767062727512;53.1016331245835;0.781709408907227;0.343340667665042;6.40364295746007E-05;0.005559783651499
CONS00000097356;chr6;116673365;116674450;Rassf4;TSS;promoter-TSS (NM_178045);Rassf4;285;188;223;116;102;108;215.055929618929;196.47633671344;199.374223918935;132.445167554447;97.2724294107408;98.1338836705352;196.113172045387;0.781776378605367;0.184428179880247;7.98189609709916E-08;4.07755147484395E-05
CONS00000067420;chr2;102034319;102034912;Ldlrad3;gene_body;intron (NM_178886, intron 4 of 5);Commd9;239;180;195;65;95;122;180.345147996224;188.115641534145;174.340689077096;74.2149645779227;90.5968705296116;110.854942664864;162.412173855723;0.781985849983831;0.225575414329312;1.73200257561938E-06;0.000378475870515
CONS00000017037;chr11;31807501;31808496;Cpeb4;intergenic;intron (NR_102312, intron 1 of 4);D630024D03Rik;188;160;201;95;85;62;141.861455327574;167.213903585906;179.705017971776;108.468025152349;81.060357842284;56.3361184034554;120.195654180262;0.78249008704288;0.243331791719916;4.20165465595895E-06;0.000733860716062
CONS00000038327;chr14;74646066;74646895;Htr2a;gene_body;intron (NM_172812, intron 2 of 2);Htr2a;260;163;201;85;85;116;196.191374389198;170.349164278142;179.705017971776;97.0503382942067;81.060357842284;105.403060238723;120.970207763648;0.786440013856441;0.209530228645815;5.90768691614108E-07;0.000168665945799
CONS00000105198;chr7;125186389;125187425;Kdm8;intergenic;Intergenic;4933440M02Rik;209;100;166;46;60;96;157.707681720548;104.508689741191;148.413099419476;52.521359547453;57.2190761239652;87.2301188182535;108.147108456078;0.786724009115109;0.270515108449781;1.13938260416594E-05;0.001547036388067
CONS00000048614;chr16;84477433;84478375;A730009L09Rik;intergenic;Intergenic;4930553E22Rik;667;342;366;129;136;236;503.306333529212;357.419718914875;327.224062575472;147.288160470031;129.696572547654;214.44070876154;265.191556648588;0.787144267157384;0.35502899970146;7.08933164032185E-05;0.005947245747267
CONS00000070960;chr2;164917338;164917956;Zfp335;distal;Intergenic;Zfp335;147;136;169;56;64;82;110.923584750816;142.13181804802;151.095263866816;63.939046405595;61.0336811988962;74.5090598239249;89.6001659345853;0.789678104024393;0.246057674174013;4.27400152469617E-06;0.000740327428737
CONS00000026633;chr12;79759429;79759973;Rad51b;gene_body;intron (NM_009014, intron 8 of 10);9430078K24Rik;123;80;96;33;28;44;92.8136117302744;83.6069517929532;85.8292623148779;37.6783666318685;26.7022355245171;39.9804711250328;52.064282934503;0.789962564137194;0.372034524669799;8.3620570744565E-05;0.006682001022296
CONS00000048450;chr16;76762350;76763428;Usp25;intergenic;intron (NR_155453, intron 1 of 3);Gm30790;194;148;162;63;67;89;146.388948582709;154.672860816963;144.836880156356;71.9314272062944;63.8946350050945;80.8695893210892;100.227093338278;0.790004788600785;0.260183463160633;7.56363967112556E-06;0.001117990980416
CONS00000048407;chr16;76249316;76250217;Nrip1;intergenic;Intergenic;Nrip1;148;85;94;48;40;39;111.678166960005;88.8323862800128;84.0411526833179;54.8048969190814;38.1460507493101;35.4372357699155;74.9425597678023;0.790535612518501;0.315010765967258;3.52636168496011E-05;0.003622969966203
CONS00000099358;chr6;146734109;146734704;Stk38l;gene_body;intron (NM_001346666, intron 1 of 11);Stk38l;175;98;84;46;46;48;132.051886608114;102.418515946368;75.1006045255181;52.521359547453;43.8679583617067;43.6150594091268;86.1953645662619;0.792431429938566;0.310721796954583;3.14996382237261E-05;0.003332685187488
CONS00000013758;chr10;94426166;94426779;Tmcc3;gene_body;intron (NM_001359762, intron 1 of 4);Tmcc3;198;152;159;69;75;86;149.407277419466;158.853208406611;142.154715709016;78.7820393211795;71.5238451549565;78.1436481080188;110.917552676076;0.79566104360327;0.223570810089731;1.24321080761629E-06;0.000298029628838
CONS00000088809;chr5;99336354;99337065;Rasgef1b;gene_body;intron (NR_030692, intron 3 of 3);Rasgef1b;256;153;216;80;82;125;193.173045552441;159.898295304023;193.115840208475;91.3414948651357;78.1994040360858;113.580883877934;143.6919301747;0.796263803452962;0.203321717657129;3.16304646670839E-07;0.000105899943678
CONS00000087602;chr5;65724401;65725177;Pds5a;intergenic;Intergenic;Pds5a;334;206;200;94;115;119;252.0304578692;215.287900866854;178.810963155996;107.326256466534;109.669895904267;108.129001451793;167.360569851169;0.796675242398675;0.230998172614605;1.85371069564857E-06;0.000401588324105
CONS00000004677;chr1;128712664;128713337;Cxcr4;intergenic;Intergenic;Cxcr4;224;156;193;77;58;112;169.026414858386;163.033555996259;172.552579445536;87.9161888076931;55.3117735864997;101.768471954629;138.138341721997;0.79696793244277;0.2588689857663;6.54179379504245E-06;0.001015497307282
CONS00000102160;chr7;68263229;68263963;Pgpep1l;gene_body;intron (NM_030101, intron 1 of 3);Pgpep1l;140;112;74;42;47;40;105.641509286491;117.049732510134;66.1600563677183;47.9542848041962;44.8216096304394;36.345882840939;63.5853548195337;0.797317822336399;0.313659003966442;3.16781867548135E-05;0.003345346060362
CONS00000067393;chr2;101796299;101797880;Prr5l;TSS_overlap;intron (NM_001355625, intron 1 of 8);Prr5l;600;390;534;216;230;284;452.749325513534;407.583889990647;477.425271626508;246.622036135866;219.339791808533;258.055768170667;292.930628495825;0.797590359845932;0.155441194432297;1.30721515591525E-09;1.61455280615924E-06
CONS00000067396;chr2;101816804;101817305;Prr5l;gene_body;intron (NM_001355625, intron 1 of 8);Prr5l;93;74;69;35;31;14;70.1761454545977;77.3364304084817;61.6897822888185;39.9619040034969;29.5631893307154;12.7210589943286;45.3321720872225;0.804235780649474;0.378266969299116;7.68541800790822E-05;0.006299761399452
CONS00000034245;chr13;104762938;104763891;Cwc27;gene_body;intron (NM_001360094, intron 10 of 13);Cwc27;144;137;157;54;70;57;108.659838123248;143.176904945432;140.366606077456;61.6555090339666;66.7555888112927;51.792883048338;76.9903675969503;0.804739534925113;0.292322962107233;1.74148256585376E-05;0.002118679485631
CONS00000000473;chr1;21354209;21354971;Khdc1a;distal;Intergenic;Khdc1a;119;111;141;38;34;65;89.7952828935175;116.004645612723;126.061729024977;43.3872100609395;32.4241431369136;59.0620596165258;59.1607268286511;0.806028423663654;0.356639744036156;5.92493629927039E-05;0.00522710024601
CONS00000065673;chr2;62463244;62463860;Gcg;intergenic;Intergenic;Gcg;99;96;83;37;33;37;74.7036387097331;100.328342151544;74.2065497097381;42.2454413751253;31.4704918681809;33.6199416278685;55.6846569736434;0.806514853091703;0.330467589064846;3.95253737720905E-05;0.003898670331356
CONS00000060106;chr19;24224628;24225548;Tjp2;TSS;promoter-TSS (NM_011597);Tjp2;384;216;323;145;128;152;289.759568328662;225.738769840974;288.779705496933;165.556459443058;122.067362397792;138.114354795568;199.101331215705;0.807723771612459;0.179443322874311;2.76982229232659E-08;1.80882130504064E-05
CONS00000000536;chr1;23399496;23400051;Ogfrl1;distal;Intergenic;Ogfrl1;89;58;65;24;29;20;67.1578166178409;60.6150400498911;58.1135630256985;27.4024484595407;27.6558867932498;18.1729414204695;44.1012971847083;0.813830034145341;0.372365191761774;6.57174441850102E-05;0.005657176653593
CONS00000022250;chr11;104000853;104001754;Arf2;intergenic;Intergenic;Arf2;188;201;162;51;97;88;141.861455327574;210.062466379795;144.836880156356;58.230202976524;92.5041730670771;79.9609422500657;103.891958834183;0.815445536424715;0.276588069228672;9.58153978693024E-06;0.001354167121877
CONS00000057254;chr18;65122217;65123233;Nedd4l;gene_body;intron (NM_031881, intron 4 of 29);Nedd4l;168;109;133;37;62;65;126.769811143789;113.914471817899;118.909290498737;42.2454413751253;59.1263786614307;59.0620596165258;88.4005257447159;0.816152632898733;0.304351986206048;2.06087735969757E-05;0.002419188991554
CONS00000078635;chr4;6833717;6834718;Tox;gene_body;intron (NM_145711, intron 2 of 8);Tox;143;109;123;53;34;66;107.905255914059;113.914471817899;109.968742340937;60.5137403481524;32.4241431369136;59.9707066875493;71.8148060442566;0.816637712735272;0.287727766795132;1.32491154550177E-05;0.001746516228717
CONS00000040566;chr15;25673306;25673938;Myo10;gene_body;intron (NM_019472, intron 2 of 40);Myo10;63;61;79;15;36;19;47.5386791789211;63.7503007421268;70.6303304466182;17.1265302872129;34.3314456743791;17.264294349446;35.5716161282193;0.816677489860231;0.38316775734635;7.09530784527645E-05;0.005947245747267
CONS00000043793;chr15;88837030;88837832;Creld2;intergenic;Intergenic;Creld2;288;160;239;71;111;130;217.319676246496;167.213903585906;213.679100971415;81.0655766928079;105.855290829336;118.124119233052;138.194044904724;0.816780079806784;0.20332672624994;2.20834621701913E-07;8.14722015064559E-05
CONS00000008453;chr1;189816432;189817562;Ptpn14;gene_body;intron (NM_008976, intron 3 of 18);Ptpn14;300;201;240;102;120;118;226.374662756767;210.062466379795;214.573155787195;116.460405953048;114.43815224793;107.22035438077;136.397242956307;0.816830897100082;0.189098112771528;6.32744334473409E-08;3.42374946315302E-05
CONS00000077734;chr3;143646668;143647521;Lmo4;intergenic;Intergenic;Gm6260;177;108;118;64;33;64;133.561051026492;112.869384920487;105.498468262037;73.0731958921086;31.4704918681809;58.1534125455023;99.8264468560031;0.816880146648871;0.289500043799266;1.38912899930138E-05;0.001793712820348
CONS00000098155;chr6;128025188;128026133;Tspan9;gene_body;intron (NM_175414, intron 3 of 8);Tspan9;120;142;98;59;44;44;90.5498651027068;148.402339432492;87.6173719464378;67.3643524630376;41.9606558242411;39.9804711250328;91.0007439409598;0.818062664142731;0.292873023499889;1.5030465553538E-05;0.001914699328306
CONS00000079363;chr4;33233989;33234635;Srsf12;intergenic;TTS (NM_001356473);Pnrc1;116;103;121;30;22;77;87.5315362659499;107.643950433427;108.180632709377;34.2530605744259;20.9803279121206;69.9658244688075;80.1979592390766;0.819295369622573;0.343170250073211;4.24585830466799E-05;0.004088617619995
CONS00000098680;chr6;136546924;136547508;Atf7ip;gene_body;intron (NM_019426, intron 1 of 14);Atf7ip;104;68;146;32;26;51;78.4765497556792;71.0659090240102;130.532003103877;36.5365979460543;24.7949329870516;46.3410006221972;62.6421235328117;0.8203277367843;0.37815625445026;6.5260407303402E-05;0.005634908876813
